index,Year,Period,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,CV (%)
3009,2007,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13.0,128,
3010,2007,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15.0,286,
3011,2007,END OF DEC,DELAWARE,10,CENTRAL,50,KENT,1.0, (D),
3012,2007,END OF DEC,DELAWARE,10,NORTHERN,20,NEW CASTLE,3.0, (D),
3013,2007,END OF DEC,DELAWARE,10,SOUTHERN,80,SUSSEX,5.0,250,
3014,2007,END OF DEC,FLORIDA,12,CENTRAL,50,ALACHUA,1.0,"2,966",
3015,2007,END OF DEC,FLORIDA,12,CENTRAL,50,BRADFORD,7.0, (D),
3016,2007,END OF DEC,FLORIDA,12,CENTRAL,50,CITRUS,17.0,"2,731",
3017,2007,END OF DEC,FLORIDA,12,CENTRAL,50,CLAY,19.0,60,
3018,2007,END OF DEC,FLORIDA,12,CENTRAL,50,FLAGLER,35.0, (D),
3019,2007,END OF DEC,FLORIDA,12,CENTRAL,50,GILCHRIST,41.0, (D),
3020,2007,END OF DEC,FLORIDA,12,CENTRAL,50,HERNANDO,53.0,281,
3021,2007,END OF DEC,FLORIDA,12,CENTRAL,50,HILLSBOROUGH,57.0,"5,949",
3022,2007,END OF DEC,FLORIDA,12,CENTRAL,50,LAKE,69.0,"21,653",
3023,2007,END OF DEC,FLORIDA,12,CENTRAL,50,LEVY,75.0,"2,201",
3024,2007,END OF DEC,FLORIDA,12,CENTRAL,50,MARION,83.0,984,
3025,2007,END OF DEC,FLORIDA,12,CENTRAL,50,ORANGE,95.0,"1,434",
3026,2007,END OF DEC,FLORIDA,12,CENTRAL,50,OSCEOLA,97.0, (D),
3027,2007,END OF DEC,FLORIDA,12,CENTRAL,50,PASCO,101.0, (D),
3028,2007,END OF DEC,FLORIDA,12,CENTRAL,50,PINELLAS,103.0,92,
3029,2007,END OF DEC,FLORIDA,12,CENTRAL,50,POLK,105.0,"11,197",
3030,2007,END OF DEC,FLORIDA,12,CENTRAL,50,PUTNAM,107.0,"2,568",
3031,2007,END OF DEC,FLORIDA,12,CENTRAL,50,SEMINOLE,117.0,6,
3032,2007,END OF DEC,FLORIDA,12,CENTRAL,50,ST. JOHNS,109.0, (D),
3033,2007,END OF DEC,FLORIDA,12,CENTRAL,50,SUMTER,119.0,6,
3034,2007,END OF DEC,FLORIDA,12,CENTRAL,50,UNION,125.0,241,
3035,2007,END OF DEC,FLORIDA,12,CENTRAL,50,VOLUSIA,127.0,"6,322",
3036,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,BAKER,3.0,488,
3037,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,COLUMBIA,23.0,"2,829",
3038,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,DIXIE,29.0, (D),
3039,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,DUVAL,31.0,236,
3040,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,HAMILTON,47.0,52,
3041,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,MADISON,79.0,312,
3042,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,NASSAU,89.0,168,
3043,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,SUWANNEE,121.0,15,
3044,2007,END OF DEC,FLORIDA,12,NORTHEAST,30,TAYLOR,123.0,685,
3045,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,BAY,5.0,410,
3046,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,CALHOUN,13.0, (D),
3047,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,ESCAMBIA,33.0,"1,125",
3048,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,FRANKLIN,37.0, (D),
3049,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,GADSDEN,39.0,261,
3050,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,GULF,45.0,"2,112",
3051,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,HOLMES,59.0,49,
3052,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,JACKSON,63.0, (D),
3053,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,JEFFERSON,65.0,14,
3054,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,LEON,73.0,601,
3055,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,LIBERTY,77.0,"5,726",
3056,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,OKALOOSA,91.0,108,
3057,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113.0,196,
3058,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,WAKULLA,129.0,"3,905",
3059,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,WALTON,131.0,63,
3060,2007,END OF DEC,FLORIDA,12,NORTHWEST,10,WASHINGTON,133.0,476,
3061,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,BREVARD,9.0,"2,675",
3062,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,BROWARD,11.0,"2,224",
3063,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,CHARLOTTE,15.0,"5,224",
3064,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,COLLIER,21.0,"3,956",
3065,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,DE SOTO,27.0,"7,071",
3066,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,GLADES,43.0, (D),
3067,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,HARDEE,49.0,"4,404",
3068,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,HENDRY,51.0,"10,709",
3069,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,HIGHLANDS,55.0,"1,793",
3070,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,INDIAN RIVER,61.0,"5,584",
3071,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,LEE,71.0,"11,041",
3072,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,MANATEE,81.0,"4,308",
3073,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,MARTIN,85.0,799,
3074,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,MIAMI-DADE,86.0,"5,883",
3075,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,MONROE,87.0, (D),
3076,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,OKEECHOBEE,93.0, (D),
3077,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,PALM BEACH,99.0,"10,301",
3078,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,SARASOTA,115.0, (D),
3079,2007,END OF DEC,FLORIDA,12,SOUTHERN,80,ST. LUCIE,111.0, (D),
3080,2007,END OF DEC,GEORGIA,13,CENTRAL,50,BALDWIN,9.0, (D),
3081,2007,END OF DEC,GEORGIA,13,CENTRAL,50,BIBB,21.0, (D),
3082,2007,END OF DEC,GEORGIA,13,CENTRAL,50,BUTTS,35.0, (D),
3083,2007,END OF DEC,GEORGIA,13,CENTRAL,50,DODGE,91.0, (D),
3084,2007,END OF DEC,GEORGIA,13,CENTRAL,50,GREENE,133.0,27,
3085,2007,END OF DEC,GEORGIA,13,CENTRAL,50,HANCOCK,141.0,21,
3086,2007,END OF DEC,GEORGIA,13,CENTRAL,50,HOUSTON,153.0,124,
3087,2007,END OF DEC,GEORGIA,13,CENTRAL,50,JASPER,159.0, (D),
3088,2007,END OF DEC,GEORGIA,13,CENTRAL,50,JOHNSON,167.0,60,
3089,2007,END OF DEC,GEORGIA,13,CENTRAL,50,JONES,169.0, (D),
3090,2007,END OF DEC,GEORGIA,13,CENTRAL,50,LAURENS,175.0,55,
3091,2007,END OF DEC,GEORGIA,13,CENTRAL,50,MONROE,207.0,13,
3092,2007,END OF DEC,GEORGIA,13,CENTRAL,50,MONTGOMERY,209.0, (D),
3093,2007,END OF DEC,GEORGIA,13,CENTRAL,50,MORGAN,211.0,16,
3094,2007,END OF DEC,GEORGIA,13,CENTRAL,50,NEWTON,217.0,47,
3095,2007,END OF DEC,GEORGIA,13,CENTRAL,50,PUTNAM,237.0, (D),
3096,2007,END OF DEC,GEORGIA,13,CENTRAL,50,ROCKDALE,247.0,13,
3097,2007,END OF DEC,GEORGIA,13,CENTRAL,50,TALIAFERRO,265.0,12,
3098,2007,END OF DEC,GEORGIA,13,CENTRAL,50,TREUTLEN,283.0, (D),
3099,2007,END OF DEC,GEORGIA,13,CENTRAL,50,TWIGGS,289.0,28,
3100,2007,END OF DEC,GEORGIA,13,CENTRAL,50,WASHINGTON,303.0, (D),
3101,2007,END OF DEC,GEORGIA,13,CENTRAL,50,WILKINSON,319.0,3,
3102,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31.0,284,
3103,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,BURKE,33.0,18,
3104,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,COLUMBIA,73.0,3,
3105,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,EFFINGHAM,103.0, (D),
3106,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,EMANUEL,107.0, (D),
3107,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,RICHMOND,245.0, (D),
3108,2007,END OF DEC,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251.0,5,
3109,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,BARROW,13.0,25,
3110,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,CHEROKEE,57.0,261,
3111,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,CLARKE,59.0, (D),
3112,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,COBB,67.0,208,
3113,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,DAWSON,85.0,11,
3114,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,DE KALB,89.0, (D),
3115,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,FANNIN,111.0,349,
3116,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,FORSYTH,117.0, (D),
3117,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,FULTON,121.0,42,
3118,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,GILMER,123.0,16,
3119,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,GWINNETT,135.0, (D),
3120,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,HALL,139.0, (D),
3121,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,JACKSON,157.0,40,
3122,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,LUMPKIN,187.0,51,
3123,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,OCONEE,219.0,342,
3124,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,PICKENS,227.0,14,
3125,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,TOWNS,281.0,6,
3126,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,UNION,291.0,371,
3127,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,WALTON,297.0, (D),
3128,2007,END OF DEC,GEORGIA,13,NORTH CENTRAL,20,WHITE,311.0, (D),
3129,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,BANKS,11.0,52,
3130,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,ELBERT,105.0, (D),
3131,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,FRANKLIN,119.0,174,
3132,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,HABERSHAM,137.0,638,
3133,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,HART,147.0,124,
3134,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,LINCOLN,181.0, (D),
3135,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,MADISON,195.0,103,
3136,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221.0,17,
3137,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,RABUN,241.0,604,
3138,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,STEPHENS,257.0,3,
3139,2007,END OF DEC,GEORGIA,13,NORTHEAST,30,WILKES,317.0,30,
3140,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,BARTOW,15.0,113,
3141,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,CATOOSA,47.0,16,
3142,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,CHATTOOGA,55.0,51,
3143,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,DADE,83.0,40,
3144,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,FLOYD,115.0,58,
3145,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,GORDON,129.0,96,
3146,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,MURRAY,213.0,42,
3147,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,POLK,233.0,50,
3148,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,WALKER,295.0,45,
3149,2007,END OF DEC,GEORGIA,13,NORTHWEST,10,WHITFIELD,313.0,26,
3150,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,ATKINSON,3.0,34,
3151,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,BERRIEN,19.0, (D),
3152,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,BROOKS,27.0,16,
3153,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,CLINCH,65.0,"26,700",
3154,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,COFFEE,69.0,"8,410",
3155,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,COLQUITT,71.0,"10,650",
3156,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,CRISP,81.0, (D),
3157,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,ECHOLS,101.0,"7,800",
3158,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,JEFF DAVIS,161.0, (D),
3159,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,LANIER,173.0, (D),
3160,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,LOWNDES,185.0, (D),
3161,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,TELFAIR,271.0, (D),
3162,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,TIFT,277.0,46,
3163,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,TURNER,287.0, (D),
3164,2007,END OF DEC,GEORGIA,13,SOUTH CENTRAL,80,WORTH,321.0, (D),
3165,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,APPLING,1.0, (D),
3166,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,BACON,5.0, (D),
3167,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,BRANTLEY,25.0, (D),
3168,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,BRYAN,29.0, (D),
3169,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,CHARLTON,49.0, (D),
3170,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,EVANS,109.0, (D),
3171,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,GLYNN,127.0, (D),
3172,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,PIERCE,229.0,"2,656",
3173,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,TATTNALL,267.0,45,
3174,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,WARE,299.0,"2,660",
3175,2007,END OF DEC,GEORGIA,13,SOUTHEAST,90,WAYNE,305.0,62,
3176,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,DECATUR,87.0, (D),
3177,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,DOUGHERTY,95.0, (D),
3178,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,EARLY,99.0,144,
3179,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,GRADY,131.0,3,
3180,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,LEE,177.0, (D),
3181,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,MILLER,201.0,14,
3182,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,STEWART,259.0, (D),
3183,2007,END OF DEC,GEORGIA,13,SOUTHWEST,70,THOMAS,275.0, (D),
3184,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,CARROLL,45.0,28,
3185,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,CLAYTON,63.0, (D),
3186,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,COWETA,77.0,26,
3187,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,DOUGLAS,97.0,32,
3188,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,FAYETTE,113.0,9,
3189,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,HARALSON,143.0,32,
3190,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,HARRIS,145.0,55,
3191,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,HEARD,149.0,23,
3192,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,HENRY,151.0,14,
3193,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,LAMAR,171.0,17,
3194,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,MACON,193.0,50,
3195,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,MERIWETHER,199.0,54,
3196,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,MUSCOGEE,215.0, (D),
3197,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,PIKE,231.0,33,
3198,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,SPALDING,255.0, (D),
3199,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,TALBOT,263.0, (D),
3200,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,TAYLOR,269.0,33,
3201,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,TROUP,285.0,17,
3202,2007,END OF DEC,GEORGIA,13,WEST CENTRAL,40,UPSON,293.0, (D),
3203,2007,END OF DEC,HAWAII,15,HAWAII ISLAND,11,HAWAII,1.0,"13,240",
3204,2007,END OF DEC,HAWAII,15,KAUAI AND NIIHAU ISLANDS,24,KAUAI,7.0,"1,955",
3205,2007,END OF DEC,HAWAII,15,"MAUI, MOLOKAI & LANAI ISLAND",35,MAUI & KALWAO,9.0,608,
3206,2007,END OF DEC,HAWAII,15,OAHU ISLAND,62,HONOLULU,3.0,862,
3207,2007,END OF DEC,IDAHO,16,EAST,90,BANNOCK,5.0,8,
3208,2007,END OF DEC,IDAHO,16,EAST,90,BEAR LAKE,7.0,12,
3209,2007,END OF DEC,IDAHO,16,EAST,90,BINGHAM,11.0, (D),
3210,2007,END OF DEC,IDAHO,16,EAST,90,BONNEVILLE,19.0,"6,701",
3211,2007,END OF DEC,IDAHO,16,EAST,90,CARIBOU,29.0, (D),
3212,2007,END OF DEC,IDAHO,16,EAST,90,CUSTER,37.0, (D),
3213,2007,END OF DEC,IDAHO,16,EAST,90,FRANKLIN,41.0, (D),
3214,2007,END OF DEC,IDAHO,16,EAST,90,JEFFERSON,51.0,600,
3215,2007,END OF DEC,IDAHO,16,EAST,90,LEMHI,59.0,"1,211",
3216,2007,END OF DEC,IDAHO,16,EAST,90,MADISON,65.0, (D),
3217,2007,END OF DEC,IDAHO,16,EAST,90,ONEIDA,71.0, (D),
3218,2007,END OF DEC,IDAHO,16,EAST,90,POWER,77.0, (D),
3219,2007,END OF DEC,IDAHO,16,EAST,90,TETON,81.0,18,
3220,2007,END OF DEC,IDAHO,16,NORTH,10,BENEWAH,9.0, (D),
3221,2007,END OF DEC,IDAHO,16,NORTH,10,BONNER,17.0, (D),
3222,2007,END OF DEC,IDAHO,16,NORTH,10,BOUNDARY,21.0,443,
3223,2007,END OF DEC,IDAHO,16,NORTH,10,CLEARWATER,35.0,12,
3224,2007,END OF DEC,IDAHO,16,NORTH,10,IDAHO,49.0,"2,897",
3225,2007,END OF DEC,IDAHO,16,NORTH,10,KOOTENAI,55.0, (D),
3226,2007,END OF DEC,IDAHO,16,NORTH,10,LATAH,57.0,"1,508",
3227,2007,END OF DEC,IDAHO,16,NORTH,10,NEZ PERCE,69.0,"4,379",
3228,2007,END OF DEC,IDAHO,16,NORTH,10,SHOSHONE,79.0, (D),
3229,2007,END OF DEC,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31.0, (D),
3230,2007,END OF DEC,IDAHO,16,SOUTH CENTRAL,80,GOODING,47.0,"5,104",
3231,2007,END OF DEC,IDAHO,16,SOUTH CENTRAL,80,JEROME,53.0, (D),
3232,2007,END OF DEC,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63.0, (D),
3233,2007,END OF DEC,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67.0, (D),
3234,2007,END OF DEC,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83.0,"9,363",
3235,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,ADA,1.0,"3,129",
3236,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,CANYON,27.0,"17,873",
3237,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,GEM,45.0, (D),
3238,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,OWYHEE,73.0,"11,001",
3239,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,PAYETTE,75.0,"9,612",
3240,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,VALLEY,85.0, (D),
3241,2007,END OF DEC,IDAHO,16,SOUTHWEST,70,WASHINGTON,87.0,"5,971",
3242,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,DE WITT,39.0,4,
3243,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,LOGAN,107.0, (D),
3244,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,MACON,115.0,13,
3245,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,MARSHALL,123.0, (D),
3246,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,MASON,125.0,28,
3247,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,MCLEAN,113.0,120,
3248,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,MENARD,129.0,36,
3249,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,PEORIA,143.0,94,
3250,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,STARK,175.0, (D),
3251,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,TAZEWELL,179.0, (D),
3252,2007,END OF DEC,ILLINOIS,17,CENTRAL,40,WOODFORD,203.0,19,
3253,2007,END OF DEC,ILLINOIS,17,EAST,50,CHAMPAIGN,19.0,271,
3254,2007,END OF DEC,ILLINOIS,17,EAST,50,FORD,53.0,28,
3255,2007,END OF DEC,ILLINOIS,17,EAST,50,IROQUOIS,75.0,69,
3256,2007,END OF DEC,ILLINOIS,17,EAST,50,LIVINGSTON,105.0,13,
3257,2007,END OF DEC,ILLINOIS,17,EAST,50,PIATT,147.0, (D),
3258,2007,END OF DEC,ILLINOIS,17,EAST,50,VERMILION,183.0,221,
3259,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23.0, (D),
3260,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25.0, (D),
3261,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29.0,99,
3262,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33.0, (D),
3263,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35.0,9,
3264,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41.0,7,
3265,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45.0,252,
3266,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49.0,42,
3267,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51.0,62,
3268,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79.0,19,
3269,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101.0,18,
3270,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121.0,25,
3271,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159.0, (D),
3272,2007,END OF DEC,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173.0,45,
3273,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,BOONE,7.0, (D),
3274,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,COOK,31.0,"1,479",
3275,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,DE KALB,37.0, (D),
3276,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,DU PAGE,43.0,307,
3277,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,GRUNDY,63.0, (D),
3278,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,KANE,89.0,628,
3279,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,KENDALL,93.0,148,
3280,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,LA SALLE,99.0,63,
3281,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,LAKE,97.0,45,
3282,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,MCHENRY,111.0, (D),
3283,2007,END OF DEC,ILLINOIS,17,NORTHEAST,20,WILL,197.0,11,
3284,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,BUREAU,11.0,197,
3285,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,CARROLL,15.0,130,
3286,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,HENRY,73.0,19,
3287,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85.0,45,
3288,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,LEE,103.0, (D),
3289,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,MERCER,131.0, (D),
3290,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,OGLE,141.0,63,
3291,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161.0,178,
3292,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177.0, (D),
3293,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195.0,30,
3294,2007,END OF DEC,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201.0,26,
3295,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47.0, (D),
3296,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55.0,68,
3297,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59.0,7,
3298,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65.0,18,
3299,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81.0,9,
3300,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,MASSAC,127.0, (D),
3301,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,SALINE,165.0, (D),
3302,2007,END OF DEC,ILLINOIS,17,SOUTHEAST,90,WAYNE,191.0,49,
3303,2007,END OF DEC,ILLINOIS,17,SOUTHWEST,80,CLINTON,27.0, (D),
3304,2007,END OF DEC,ILLINOIS,17,SOUTHWEST,80,JACKSON,77.0,90,
3305,2007,END OF DEC,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87.0, (D),
