index,Year,Period,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value,CV (%)
0,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,AUTAUGA,1.0,119,27.7
1,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,DALLAS,47.0,65,27.7
2,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,ELMORE,51.0,190,27.7
3,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,GREENE,63.0,14,27.7
4,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,HALE,65.0,10,27.7
5,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,LOWNDES,85.0, (D),(D)
6,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,MACON,87.0,22,27.7
7,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,MARENGO,91.0, (D),(D)
8,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101.0, (D),(D)
9,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,PERRY,105.0, (D),(D)
10,2012,END OF DEC,ALABAMA,1,BLACK BELT,40,SUMTER,119.0,46,27.7
11,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3.0,256,27.7
12,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13.0,147,27.7
13,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CHOCTAW,23.0,63,27.7
14,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CLARKE,25.0,45,27.7
15,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35.0,10,27.7
16,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53.0,77,27.7
17,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97.0,721,27.7
18,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99.0,90,27.7
19,2012,END OF DEC,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129.0, (D),(D)
20,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9.0,470,27.7
21,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15.0,207,27.7
22,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,19.0,70,27.7
23,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,29.0,128,27.7
24,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,43.0,219,27.7
25,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,DE KALB,49.0,379,27.7
26,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,55.0,469,27.7
27,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,JACKSON,71.0,568,27.7
28,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,MARSHALL,95.0,69,27.7
29,2012,END OF DEC,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,SAINT CLAIR,115.0,56,27.7
30,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,COLBERT,33.0, (D),(D)
31,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,FRANKLIN,59.0,33,27.7
32,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,LAUDERDALE,77.0,188,27.7
33,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,LAWRENCE,79.0,77,27.7
34,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,LIMESTONE,83.0,615,27.7
35,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,MADISON,89.0,842,27.7
36,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,MARION,93.0,41,27.7
37,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,MORGAN,103.0,122,27.7
38,2012,END OF DEC,ALABAMA,1,NORTHERN VALLEY,10,WINSTON,133.0,72,27.7
39,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,BIBB,7.0,57,27.7
40,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHAMBERS,17.0, (D),(D)
41,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHILTON,21.0,25,27.7
42,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CLAY,27.0,183,27.7
43,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,COOSA,37.0,79,27.7
44,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,FAYETTE,57.0, (D),(D)
45,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,JEFFERSON,73.0,266,27.7
46,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LAMAR,75.0,15,27.7
47,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LEE,81.0,10,27.7
48,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,PICKENS,107.0,113,27.7
49,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111.0,99,27.7
50,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,SHELBY,117.0,224,27.7
51,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121.0,75,27.7
52,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123.0, (D),(D)
53,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125.0,123,27.7
54,2012,END OF DEC,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127.0,183,27.7
55,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,BARBOUR,5.0,42,27.7
56,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,COFFEE,31.0,12,27.7
57,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,COVINGTON,39.0,199,27.7
58,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,CRENSHAW,41.0,13,27.7
59,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,DALE,45.0,106,27.7
60,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,GENEVA,61.0,104,27.7
61,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,HENRY,67.0,28,27.7
62,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,HOUSTON,69.0,44,27.7
63,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,PIKE,109.0,10,27.7
64,2012,END OF DEC,ALABAMA,1,WIREGRASS,60,RUSSELL,113.0,23,27.7
65,2012,END OF DEC,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,43,(L)
66,2012,END OF DEC,ALASKA,2,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,454,3
67,2012,END OF DEC,ALASKA,2,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,49,3
68,2012,END OF DEC,ARIZONA,4,NORTHERN,10,APACHE,1.0,22,64.8
69,2012,END OF DEC,ARIZONA,4,NORTHERN,10,COCONINO,5.0, (D),(D)
70,2012,END OF DEC,ARIZONA,4,NORTHERN,10,GILA,7.0,"1,603",64.8
71,2012,END OF DEC,ARIZONA,4,NORTHERN,10,MOHAVE,15.0,7,64.8
72,2012,END OF DEC,ARIZONA,4,NORTHERN,10,NAVAJO,17.0,512,64.8
73,2012,END OF DEC,ARIZONA,4,NORTHERN,10,YAVAPAI,25.0, (D),(D)
74,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,COCHISE,3.0,"3,615",64.8
75,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,GRAHAM,9.0,800,64.8
76,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,LAPAZ,12.0, (D),(D)
77,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,MARICOPA,13.0,"23,212",64.8
78,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,PIMA,19.0,"8,872",64.8
79,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,PINAL,21.0,"4,065",64.8
80,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,SANTA CRUZ,23.0,9,64.8
81,2012,END OF DEC,ARIZONA,4,SOUTHERN,80,YUMA,27.0,"7,881",64.8
82,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,CONWAY,29.0,37,5.6
83,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,FAULKNER,45.0,236,5.6
84,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,GARLAND,51.0,22,5.6
85,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,GRANT,53.0, (D),(D)
86,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,HOT SPRING,59.0,60,5.6
87,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,PERRY,105.0,18,5.6
88,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,PULASKI,119.0,228,5.6
89,2012,END OF DEC,ARKANSAS,5,CENTRAL,50,SALINE,125.0, (D),(D)
90,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,ARKANSAS,1.0, (D),(D)
91,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,CRITTENDEN,35.0, (D),(D)
92,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,LEE,77.0, (D),(D)
93,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,LONOKE,85.0,36,5.6
94,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107.0, (D),(D)
95,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,PRAIRIE,117.0, (D),(D)
96,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123.0, (D),(D)
97,2012,END OF DEC,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147.0, (D),(D)
98,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,BAXTER,5.0,117,5.6
99,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,CLEBURNE,23.0, (D),(D)
100,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,FULTON,49.0,19,5.6
101,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,IZARD,65.0,19,5.6
102,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,MARION,89.0,32,5.6
103,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,SEARCY,129.0,26,5.6
104,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,SHARP,135.0, (D),(D)
105,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,STONE,137.0,883,5.6
106,2012,END OF DEC,ARKANSAS,5,NORTH CENTRAL,20,VAN BUREN,141.0, (D),(D)
107,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,CLAY,21.0,50,5.6
108,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,CRAIGHEAD,31.0, (D),(D)
109,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,GREENE,55.0, (D),(D)
110,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,INDEPENDENCE,63.0, (D),(D)
111,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,JACKSON,67.0, (D),(D)
112,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,LAWRENCE,75.0,16,5.6
113,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,MISSISSIPPI,93.0,810,5.6
114,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,POINSETT,111.0, (D),(D)
115,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,RANDOLPH,121.0, (D),(D)
116,2012,END OF DEC,ARKANSAS,5,NORTHEAST,30,WHITE,145.0,20,5.6
117,2012,END OF DEC,ARKANSAS,5,NORTHWEST,10,BENTON,7.0,155,5.6
118,2012,END OF DEC,ARKANSAS,5,NORTHWEST,10,BOONE,9.0,148,5.6
119,2012,END OF DEC,ARKANSAS,5,NORTHWEST,10,CARROLL,15.0,110,5.6
120,2012,END OF DEC,ARKANSAS,5,NORTHWEST,10,MADISON,87.0,99,5.6
121,2012,END OF DEC,ARKANSAS,5,NORTHWEST,10,NEWTON,101.0,88,5.6
122,2012,END OF DEC,ARKANSAS,5,NORTHWEST,10,WASHINGTON,143.0,134,5.6
123,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,BRADLEY,11.0, (D),(D)
124,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,CALHOUN,13.0, (D),(D)
125,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,CLARK,19.0,39,5.6
126,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,CLEVELAND,25.0, (D),(D)
127,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,COLUMBIA,27.0,3,5.6
128,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,DALLAS,39.0, (D),(D)
129,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,NEVADA,99.0,6,5.6
130,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,OUACHITA,103.0, (D),(D)
131,2012,END OF DEC,ARKANSAS,5,SOUTH CENTRAL,80,UNION,139.0, (D),(D)
132,2012,END OF DEC,ARKANSAS,5,SOUTHEAST,90,DESHA,41.0, (D),(D)
133,2012,END OF DEC,ARKANSAS,5,SOUTHEAST,90,DREW,43.0,19,5.6
134,2012,END OF DEC,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69.0, (D),(D)
135,2012,END OF DEC,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79.0, (D),(D)
136,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,HEMPSTEAD,57.0,23,5.6
137,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,HOWARD,61.0,16,5.6
138,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,LAFAYETTE,73.0, (D),(D)
139,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81.0,46,5.6
140,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,MILLER,91.0, (D),(D)
141,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,MONTGOMERY,97.0, (D),(D)
142,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,PIKE,109.0,4,5.6
143,2012,END OF DEC,ARKANSAS,5,SOUTHWEST,70,SEVIER,133.0,18,5.6
144,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33.0,51,5.6
145,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,FRANKLIN,47.0,72,5.6
146,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,JOHNSON,71.0,26,5.6
147,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83.0,36,5.6
148,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,POLK,113.0,45,5.6
149,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,POPE,115.0,137,5.6
150,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,SCOTT,127.0, (D),(D)
151,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,SEBASTIAN,131.0,50,5.6
152,2012,END OF DEC,ARKANSAS,5,WEST CENTRAL,40,YELL,149.0,85,5.6
153,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,ALAMEDA,1.0,"110,586",38.2
154,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13.0,229,38.2
155,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33.0,165,38.2
156,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,MARIN,41.0,204,38.2
157,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53.0,"1,007",38.2
158,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,NAPA,55.0,615,38.2
159,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69.0, (D),(D)
160,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SAN FRANCISCO,75.0, (D),(D)
161,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SAN LUIS OBISPO,79.0,643,38.2
162,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SAN MATEO,81.0,332,38.2
163,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85.0,233,38.2
164,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SANTA CRUZ,87.0,"1,666",38.2
165,2012,END OF DEC,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97.0,"2,956",38.2
166,2012,END OF DEC,CALIFORNIA,6,NORTHEAST,30,MODOC,49.0,605,38.2
167,2012,END OF DEC,CALIFORNIA,6,NORTHERN COAST,10,DEL NORTE,15.0,40,38.2
168,2012,END OF DEC,CALIFORNIA,6,NORTHERN COAST,10,HUMBOLDT,23.0,213,38.2
169,2012,END OF DEC,CALIFORNIA,6,NORTHERN COAST,10,MENDOCINO,45.0,381,38.2
170,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7.0,"24,423",38.2
171,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11.0,"4,855",38.2
172,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21.0,"51,140",38.2
173,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67.0,"24,510",38.2
174,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95.0,"6,992",38.2
175,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101.0,"16,176",38.2
176,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103.0,"14,427",38.2
177,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113.0,"23,261",38.2
178,2012,END OF DEC,CALIFORNIA,6,SACRAMENTO VALLEY,50,YUBA,115.0,"1,828",38.2
179,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19.0,"57,324",38.2
180,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29.0,"129,731",38.2
181,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31.0,"17,049",38.2
182,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39.0,"66,088",38.2
183,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47.0,"67,350",38.2
184,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77.0,"10,597",38.2
185,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99.0,"25,673",38.2
186,2012,END OF DEC,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107.0,"47,855",38.2
187,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,ALPINE,3.0, (D),(D)
188,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,AMADOR,5.0,29,38.2
189,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9.0,58,38.2
190,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,EL DORADO,17.0,533,38.2
191,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,INYO,27.0, (D),(D)
192,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,MARIPOSA,43.0,24,38.2
193,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,MONO,51.0, (D),(D)
194,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,NEVADA,57.0,"2,212",38.2
195,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,PLACER,61.0,"14,533",38.2
196,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,SIERRA,91.0, (D),(D)
197,2012,END OF DEC,CALIFORNIA,6,SIERRA MOUNTAINS,60,TUOLUMNE,109.0,265,38.2
198,2012,END OF DEC,CALIFORNIA,6,SISKIYOU-SHASTA,20,SHASTA,89.0,"36,305",38.2
199,2012,END OF DEC,CALIFORNIA,6,SISKIYOU-SHASTA,20,SISKIYOU,93.0,"1,519",38.2
200,2012,END OF DEC,CALIFORNIA,6,SISKIYOU-SHASTA,20,TRINITY,105.0,76,38.2
201,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,IMPERIAL,25.0,"33,126",38.2
202,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,LOS ANGELES,37.0,"9,441",38.2
203,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,ORANGE,59.0, (D),(D)
204,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,RIVERSIDE,65.0,"23,486",38.2
205,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN BERNARDINO,71.0,"54,673",38.2
206,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73.0,"43,711",38.2
207,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83.0, (D),(D)
208,2012,END OF DEC,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,VENTURA,111.0,"7,886",38.2
209,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,ADAMS,1.0,69,54.7
210,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5.0,66,54.7
211,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,DOUGLAS,35.0,234,54.7
212,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,EL PASO,41.0,103,54.7
213,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,ELBERT,39.0,160,54.7
214,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63.0, (D),(D)
215,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95.0, (D),(D)
216,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121.0, (D),(D)
217,2012,END OF DEC,COLORADO,8,EAST CENTRAL,60,YUMA,125.0,18,54.7
218,2012,END OF DEC,COLORADO,8,NORTHEAST,20,BOULDER,13.0,233,54.7
219,2012,END OF DEC,COLORADO,8,NORTHEAST,20,JEFFERSON,59.0,58,54.7
220,2012,END OF DEC,COLORADO,8,NORTHEAST,20,LARIMER,69.0,470,54.7
221,2012,END OF DEC,COLORADO,8,NORTHEAST,20,LOGAN,75.0,604,54.7
222,2012,END OF DEC,COLORADO,8,NORTHEAST,20,MORGAN,87.0,22,54.7
223,2012,END OF DEC,COLORADO,8,NORTHEAST,20,SEDGWICK,115.0, (D),(D)
224,2012,END OF DEC,COLORADO,8,NORTHEAST,20,WELD,123.0,"3,620",54.7
225,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,CHAFFEE,15.0,18,54.7
226,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,EAGLE,37.0, (D),(D)
227,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GRAND,49.0, (D),(D)
228,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GUNNISON,51.0, (D),(D)
229,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,JACKSON,57.0, (D),(D)
230,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,MOFFAT,81.0, (D),(D)
231,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,PARK,93.0, (D),(D)
232,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,PITKIN,97.0,66,54.7
233,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,RIO BLANCO,103.0,69,54.7
234,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,ROUTT,107.0,"1,415",54.7
235,2012,END OF DEC,COLORADO,8,NORTHWEST AND MOUNTAIN,10,TELLER,119.0,9,54.7
236,2012,END OF DEC,COLORADO,8,SAN LUIS VALLEY,80,CONEJOS,21.0,"1,725",54.7
237,2012,END OF DEC,COLORADO,8,SAN LUIS VALLEY,80,COSTILLA,23.0, (D),(D)
238,2012,END OF DEC,COLORADO,8,SAN LUIS VALLEY,80,RIO GRANDE,105.0, (D),(D)
239,2012,END OF DEC,COLORADO,8,SAN LUIS VALLEY,80,SAGUACHE,109.0, (D),(D)
240,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,BENT,11.0,"6,724",54.7
241,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,CROWLEY,25.0, (D),(D)
242,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,CUSTER,27.0,82,54.7
243,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,FREMONT,43.0,465,54.7
244,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,HUERFANO,55.0,21,54.7
245,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,LAS ANIMAS,71.0,12,54.7
246,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,OTERO,89.0, (D),(D)
247,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,PROWERS,99.0, (D),(D)
248,2012,END OF DEC,COLORADO,8,SOUTHEAST,90,PUEBLO,101.0, (D),(D)
249,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,ARCHULETA,7.0, (D),(D)
250,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,DELTA,29.0, (D),(D)
251,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,DOLORES,33.0,8,54.7
252,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,GARFIELD,45.0, (D),(D)
253,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,LA PLATA,67.0,"4,253",54.7
254,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,MESA,77.0,153,54.7
255,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83.0,93,54.7
256,2012,END OF DEC,COLORADO,8,SOUTHWEST,70,MONTROSE,85.0,779,54.7
257,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1.0,444,52.9
258,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3.0,884,52.9
259,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5.0,961,52.9
260,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,MIDDLESEX,7.0,102,52.9
261,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9.0,"1,560",52.9
262,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11.0,658,52.9
263,2012,END OF DEC,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13.0,212,52.9
